country_of_bean_origin,cocoa_percent,rating_category,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
Venezuela,70.0,0,3.0,2,0,0,0,0,1,long lasting,fruit,no taste,no taste,2
Venezuela,70.0,1,4.0,2,0,0,0,0,1,creamy,complex,coffee,no taste,3
Ecuador,70.0,1,4.0,2,0,0,0,0,1,creamy,nuts,woody,cocoa,4
Venezuela,70.0,1,4.0,2,0,0,0,0,1,creamy,mint,tobacco,olive,4
Indonesia,70.0,1,3.75,2,0,0,0,0,1,creamy,smokey,tobacco,no taste,3
Madagascar,70.0,1,3.5,2,0,0,0,0,1,fruity,basic cocoa,no taste,no taste,2
Madagascar,70.0,1,3.5,2,0,0,0,0,1,smooth,banana,cocoa,no taste,3
Venezuela,75.0,1,3.25,2,0,0,0,0,1,sticky,smoke,ham,earthy,4
Blend,70.0,1,3.75,2,0,0,0,0,1,sticky,olive,no taste,no taste,2
Blend,78.0,1,3.5,2,0,0,0,0,1,sticky,grassy,coffee,no taste,3
Venezuela,70.0,0,3.0,2,0,0,0,0,1,cucumber,hot spices,no taste,no taste,2
Colombia,70.0,0,3.0,2,0,0,0,0,1,creamy,woody,earthy,no taste,3
Venezuela,70.0,0,3.0,2,0,0,0,0,1,subtle,caramel,sour milk,no taste,3
Venezuela,70.0,1,3.5,2,0,0,0,0,1,smooth,intense,smoke,nut,4
Venezuela,70.0,1,3.75,2,0,0,0,0,1,creamy,coffee,caramel,no taste,3
Tanzania,70.0,1,3.5,2,0,0,0,0,1,sticky,nutty,no taste,no taste,2
Ecuador,70.0,1,3.75,2,0,0,0,0,1,floral,well developed,creamy,no taste,3
Venezuela,70.0,1,3.75,2,0,0,0,0,1,nutty,strawberry,creamy,no taste,3
Tanzania,70.0,1,4.0,2,0,0,0,0,1,creamy,sticky,fruit,no taste,3
Colombia,80.0,0,2.75,3,1,0,0,0,1,bitter,molasses,marshmallow,no taste,3
Madagascar,77.0,0,2.75,3,1,0,0,0,1,fruity,molasses,no taste,no taste,2
Venezuela,70.0,0,2.5,3,1,0,0,0,1,burnt rubber,molasses,no taste,no taste,2
Grenada,75.0,0,2.75,3,1,0,0,0,0,licorice,molasses,rubber,no taste,3
Guatemala,72.0,1,3.5,3,1,0,0,0,0,near perfect shine,cocoa,no taste,no taste,2
Peru,80.0,1,3.5,2,0,0,0,0,0,molasses,fruit,no taste,no taste,2
Philippines,71.5,0,2.75,3,1,0,0,0,0,molasses notes from sugar,no taste,no taste,no taste,1
Dominican republic,75.0,0,3.0,2,0,0,0,0,1,dry,cocoa,grassy,spicy,4
Tanzania,70.0,0,2.75,2,0,0,0,0,1,dry,sour,sweet,mild fruit,4
Dominican republic,75.0,0,2.5,2,0,0,0,0,1,dry,earthy,walnut,no taste,3
Ecuador,72.0,1,3.75,3,1,0,0,0,1,rich cocoa,fruity,strong floral,no taste,3
Peru,70.0,1,3.75,3,1,0,0,0,1,dark forest berry,spice,no taste,no taste,2
Panama,70.0,1,3.5,3,1,0,0,0,1,caramel and cocoa,no taste,no taste,no taste,1
Ecuador,70.0,0,2.5,3,1,0,0,0,1,chalky,bread,dirt,no taste,3
Honduras,72.0,1,3.75,3,1,0,0,0,1,dried fruit,grapes,sour,no taste,3
Dominican republic,65.0,1,3.5,3,1,0,0,0,1,heavy roast,woody,berry,no taste,3
Venezuela,71.0,1,3.5,3,1,0,0,0,1,intense cocoa,no taste,no taste,no taste,1
Nicaragua,71.0,1,3.25,3,1,0,0,0,1,intense,almond,coffee,no taste,3
Panama,72.0,0,3.0,3,1,0,0,0,1,licorice,leathery,no taste,no taste,2
Venezuela,72.0,1,3.75,3,1,0,0,0,1,creamy,nutty,no taste,no taste,2
Nicaragua,76.0,1,3.75,4,1,0,1,0,1,black pepper,rich,intense,no taste,3
Nicaragua,70.0,1,3.5,4,1,0,1,0,1,sandy,full bodied,spicy,no taste,3
Guatemala,70.0,1,4.0,4,1,0,1,0,1,intense,spicy,butterscotch,no taste,3
Nigeria,70.0,0,2.75,4,1,0,1,0,1,candy like off flavor,no taste,no taste,no taste,1
Guatemala,80.0,1,3.25,4,1,0,1,0,1,intense earthy,cocoa,roasty,no taste,3
Philippines,70.0,1,3.5,4,1,0,1,0,1,cocoa,honey,watery,sweet,4
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,coarse,earthy,mild banana,no taste,3
Ecuador,70.0,1,4.0,3,1,0,0,0,1,blackberry and cinnamon,no taste,no taste,no taste,1
Peru,70.0,1,3.5,3,1,0,0,0,1,sandy,orange,butterscotch,no taste,3
Venezuela,70.0,1,3.5,3,1,0,0,0,1,fatty,roasty,intense brownie,no taste,3
Dominican republic,70.0,1,3.25,3,1,0,0,0,1,dates,acidic,rich cocoa,no taste,3
Venezuela,70.0,1,3.25,3,1,0,0,0,1,cherry,earthy,tobacco,no taste,3
Peru,70.0,1,4.0,3,1,0,0,0,1,smoth,dense,grape,no taste,3
Dominican republic,70.0,1,3.75,3,1,0,0,0,1,spicy,cocoa,no taste,no taste,2
Madagascar,70.0,1,3.5,3,1,0,0,0,1,ultra fruity,no taste,no taste,no taste,1
Peru,70.0,1,3.25,3,1,0,0,0,1,waxy,spicy,tobacco,no taste,3
Colombia,70.0,1,3.25,3,1,0,0,0,1,dried fruit,strong floral,no taste,no taste,2
Colombia,70.0,1,3.25,3,1,0,0,0,1,mild,dried fruit,chocolate,no taste,3
Peru,72.0,0,2.75,3,1,0,0,0,1,buttery,burlap,no taste,no taste,2
Peru,80.0,1,3.5,2,0,0,0,0,1,nutty,almond butter,no taste,no taste,2
Venezuela,68.0,0,3.0,2,0,0,0,0,1,dry,gritty,cardboard,nutty,4
Bolivia,71.0,0,2.75,4,1,0,1,0,1,lemon,tart,burnt,chemical,4
Bolivia,75.0,1,3.75,4,1,0,1,0,1,nutty,rich,red berry,no taste,3
Venezuela,70.0,0,2.75,5,1,1,1,0,1,gritty,chalky,earthy,sour,4
Venezuela,74.0,0,2.5,5,1,1,1,0,1,sandy,banana,sour,no taste,3
Venezuela,70.0,0,3.0,5,1,1,1,0,1,sandy,bold,cherry,peanut butter,4
Venezuela,70.0,1,3.75,5,1,1,1,0,1,spicy,caramel,vanilla,no taste,3
Guatemala,70.0,1,3.5,3,1,0,0,0,1,cocoa,fig notes,no taste,no taste,2
St. lucia,70.0,1,3.25,2,0,0,0,0,1,sandy,tannic,earthy,no taste,3
Peru,78.0,1,3.5,3,1,0,0,0,1,brownine,nutty,no taste,no taste,2
Venezuela,79.0,0,3.0,3,1,0,0,0,1,coarse,woody,roasty,no taste,3
Haiti,70.0,1,3.5,2,0,0,0,0,1,simple,mild cocoa,fruit,no taste,3
Guatemala,70.0,1,3.5,2,0,0,0,0,1,spicy,sweet,no taste,no taste,2
Madagascar,70.0,1,3.5,2,0,0,0,0,1,fruity,roasty,no taste,no taste,2
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,earthy,floral,cocoa,no taste,3
Honduras,75.0,1,3.25,2,0,0,0,0,1,carrots,heavy roast,no taste,no taste,2
Vietnam,72.0,0,3.0,2,0,0,0,0,1,intens,brownie,spicy,metal,4
Trinidad,72.0,1,3.5,3,1,0,0,0,1,muddy,rainins,nut,rubbery,4
Tanzania,80.0,0,3.0,3,1,0,0,0,1,fruit,dirty,no taste,no taste,2
Sierra leone,70.0,0,2.5,3,1,0,0,0,1,dirty,earthy,burnt,honey,4
Vietnam,70.0,1,3.25,3,1,0,0,0,1,spicy,green,long,intense,4
Vietnam,74.0,1,3.25,3,1,0,0,0,1,grit,smoke,wood,blackberry,4
Vietnam,80.0,0,3.0,3,1,0,0,0,1,mild bitter,smoke,hammy,no taste,3
Venezuela,72.0,0,3.0,4,1,1,0,0,1,woody,cocoa,no taste,no taste,2
Blend,74.0,0,2.75,4,1,1,0,0,1,sweet,vanilla,sticky,no taste,3
Costa rica,65.0,0,2.0,4,1,1,0,0,1,sticky,slight plum,medicinal,no taste,3
Venezuela,70.0,0,2.75,4,1,1,0,0,1,nutty,ginger,off notes,no taste,3
Venezuela,70.0,0,2.5,4,1,1,0,0,1,strong vanilla,strawberry,nut,no taste,3
Dominican republic,80.0,1,3.75,3,1,0,0,0,1,coarse,mild bitter,raisin,no taste,3
Ecuador,80.0,1,3.5,3,1,0,0,0,1,spicy,roasty,mild bitter,no taste,3
Belize,80.0,0,3.0,3,1,0,0,0,1,mild fruit,earthy,no taste,no taste,2
Guatemala,80.0,1,3.5,3,1,0,0,0,1,prominent plum note,no taste,no taste,no taste,1
Peru,73.0,0,3.0,3,1,0,0,0,1,dominated by heavy roast,no taste,no taste,no taste,1
Brazil,75.0,0,2.75,2,0,0,0,0,1,perfume,floral,vanilla,no taste,3
Jamaica,76.0,0,3.0,2,0,0,0,0,1,roasty,spicy,nutty,no taste,3
Belize,76.0,0,2.75,2,0,0,0,0,1,metallic,off notes,powdery,no taste,3
Venezuela,76.0,0,2.5,2,0,0,0,0,1,fatty,sandy,nutty,off notes,4
Bolivia,68.0,1,4.0,5,1,1,1,0,1,complex,raspberry,cocoa,no taste,3
Ecuador,72.0,1,3.5,5,1,1,1,0,1,fatty,rich,spice,nutty,4
Madagascar,64.0,0,3.0,5,1,1,1,0,1,basic cocoa,short length,no taste,no taste,2
Venezuela,65.0,0,3.0,5,1,1,1,0,1,creamy,floral,complex,no taste,3
Dominican republic,74.0,0,3.0,5,1,1,1,0,1,creamy,roasty,cocoa,no taste,3
Dominican republic,70.0,1,3.25,3,1,0,0,0,1,sandy,sweet,mild fruit,no taste,3
Dominican republic,80.0,0,3.0,3,1,0,0,0,1,molasses,licorice,bitter,no taste,3
Puerto rico,65.0,0,2.25,3,1,0,0,0,1,intense,molasses,sweet,no taste,3
Blend,70.0,1,3.25,3,1,0,0,0,1,fruit,cocoa,fatty,no taste,3
Mexico,70.0,0,3.0,3,1,0,0,0,1,banana,bland,sour,off,4
Honduras,70.0,0,2.75,3,1,0,0,0,1,off,hammy,roasty,no taste,3
Colombia,70.0,0,2.75,3,1,0,0,0,1,nutty,melon,vinegar,no taste,3
Vanuatu,72.0,1,3.75,4,1,0,1,0,1,cherry,cocoa,creamy,no taste,3
Papua new guinea,72.0,1,3.5,4,1,0,1,0,1,caramel,acidic,creamy,no taste,3
Solomon islands,69.0,1,3.5,4,1,0,1,0,1,plums,cocoa,no taste,no taste,2
Philippines,73.0,1,3.25,4,1,0,1,0,1,creamy,honey,mild hammy,no taste,3
Dominican republic,75.0,1,3.5,2,0,0,0,0,1,roasty,simple,no taste,no taste,2
Colombia,75.0,0,3.0,2,0,0,0,0,1,high acidity,bitter,nutty,no taste,3
Belize,75.0,0,2.75,2,0,0,0,0,1,hammy,dried fruit,no taste,no taste,2
Guatemala,75.0,0,2.75,2,0,0,0,0,1,hammy,large grits,no taste,no taste,2
India,68.0,1,3.5,3,1,0,0,0,1,muted,mild sweet cocoa,no taste,no taste,2
Tanzania,70.0,1,3.5,3,1,0,0,0,1,fruit,spicy mild molasses,no taste,no taste,2
Madagascar,70.0,0,3.0,3,1,0,0,0,1,molasses,sour notes,no taste,no taste,2
Peru,72.0,0,2.75,3,1,0,0,0,0,coconut,true to sugar bar,no taste,no taste,2
Tanzania,67.0,1,3.75,2,0,0,0,0,1,gummy,sandy,complex,no taste,3
Ecuador,75.0,1,3.5,2,0,0,0,0,1,sticky,floral,no taste,no taste,2
Madagascar,70.0,0,2.75,2,0,0,0,0,1,gummy,bland,sour,no taste,3
Haiti,68.0,1,3.5,2,0,0,0,0,1,roasty,hazelnut,cocoa,no taste,3
Philippines,70.0,1,3.25,2,0,0,0,0,1,sandy,dried fruit,roasty,no taste,3
Bolivia,70.0,0,3.0,2,0,0,0,0,1,nuts,sour milk,no taste,no taste,2
Indonesia,70.0,0,3.0,2,0,0,0,0,1,sandy,powdery,late sour,no taste,3
Dominican republic,72.0,0,2.75,2,0,0,0,0,1,coffee,acidic,astringent,no taste,3
Madagascar,70.0,1,3.5,2,0,0,0,0,1,roasted nuts,citrus,creamy,no taste,3
Mexico,70.0,0,3.0,2,0,0,0,0,1,sticky,dried sour fruit,roasty,no taste,3
Ecuador,70.0,1,3.75,2,0,0,0,0,1,floral,orange,cocoa,no taste,3
Peru,70.0,1,3.75,2,0,0,0,0,1,fig,mild anise,no taste,no taste,2
Tanzania,70.0,1,3.25,2,0,0,0,0,1,nutty,bland,late sour,no taste,3
Papua new guinea,70.0,0,3.0,2,0,0,0,0,1,off,tropical,vegetal,rubbery,4
Bolivia,70.0,0,3.0,2,0,0,0,0,1,honey,mild floral,mild off,no taste,3
Vanuatu,70.0,0,3.0,2,0,0,0,0,1,fruit,smokey,mocha,no taste,3
Colombia,70.0,0,3.0,2,0,0,0,0,1,dirty,roasty,acidic,no taste,3
Venezuela,70.0,1,3.75,3,1,0,0,0,1,nutty,dried fruit,no taste,no taste,2
Venezuela,70.0,1,3.75,3,1,0,0,0,1,caramel,dairy,no taste,no taste,2
Venezuela,70.0,1,3.5,3,1,0,0,0,1,intense,tobacco,nuts,no taste,3
Venezuela,72.0,1,3.5,2,0,0,0,0,1,nutty,no taste,no taste,no taste,1
Venezuela,70.0,1,3.25,3,1,0,0,0,1,dried fruit,large grits,no taste,no taste,2
Venezuela,70.0,0,3.0,3,1,0,0,0,1,large grits,no taste,no taste,no taste,1
Madagascar,65.0,1,3.5,4,1,0,1,0,1,banana,no taste,no taste,no taste,1
Costa rica,70.0,1,3.5,4,1,0,1,0,1,few grits,spicy,cocoa,no taste,3
Peru,75.0,1,3.5,4,1,0,1,0,1,very coarse,intense,spice,no taste,3
Vietnam,80.0,0,3.0,4,1,0,1,0,1,intense,bitter,off notes,no taste,3
Peru,70.0,1,3.5,2,0,0,0,0,1,coarse,perfume,heavy roast,no taste,3
Dominican republic,65.0,1,3.5,2,0,0,0,0,1,choco covered strawberry,no taste,no taste,no taste,1
Peru,66.0,1,3.5,2,0,0,0,0,0,olive,rum,no taste,no taste,2
Peru,70.0,0,2.5,2,0,0,0,0,1,fruit,cough medicine,no taste,no taste,2
Peru,66.0,1,3.5,2,0,0,0,0,1,spice,citrus,sweet,no taste,3
Nicaragua,68.0,1,3.25,2,0,0,0,0,1,sweet,tobacco,no taste,no taste,2
Costa rica,80.0,0,3.0,2,0,0,0,0,1,mild bitter,roasty,red berry,no taste,3
Guatemala,73.0,1,3.5,2,0,0,0,0,1,roasty,grapes,rich brownie,no taste,3
Peru,70.0,1,3.5,2,0,0,0,0,1,slight dry,citrus,grapefruit,no taste,3
India,71.0,1,3.25,3,1,0,0,0,1,tea,spicy,sweet,no taste,3
Venezuela,65.0,1,3.5,3,1,0,0,0,1,complex,mild licorice,spice,no taste,3
Jamaica,70.0,1,3.25,3,1,0,0,0,1,creamy,roasty,tobacco,no taste,3
Jamaica,70.0,0,3.0,3,1,0,0,0,1,creamy,simple,nutty,no taste,3
Jamaica,80.0,0,2.75,3,1,0,0,0,1,slightly burnt,earthy,no taste,no taste,2
Venezuela,70.0,1,4.0,3,1,0,0,0,1,tart,roasted cocoa,no taste,no taste,2
Dominican republic,72.0,1,3.5,3,1,0,0,0,1,red berry,some roasty notes,no taste,no taste,2
Jamaica,70.0,1,3.5,3,1,0,0,0,1,woody,grassy,long,no taste,3
Jamaica,70.0,1,3.25,3,1,0,0,0,1,grassy,brownie,astringent,no taste,3
Dominican republic,72.0,1,3.25,3,1,0,0,0,1,spicy,cocoa,no taste,no taste,2
Venezuela,76.0,1,3.25,3,1,0,0,0,1,bready,nutty,earthy,intense,4
Madagascar,74.0,0,3.0,3,1,0,0,0,1,sandy,cocoa,red fruit,no taste,3
Ghana,74.0,0,2.75,3,1,0,0,0,1,mild bitter,mild cocoa,roasty,no taste,3
Madagascar,74.0,0,2.75,3,1,0,0,0,1,woody,red fruit,sour,no taste,3
Madagascar,74.0,1,4.0,3,1,0,0,0,1,caramel,nuts,dried fruit,no taste,3
Papua new guinea,69.0,1,4.0,2,0,0,0,0,1,tart,red berry,smoke,no taste,3
Papua new guinea,69.0,1,3.5,2,0,0,0,0,1,mild smoke and fruit,no taste,no taste,no taste,1
Papua new guinea,69.0,1,3.5,2,0,0,0,0,1,smoke,fruit,sour,hammy,4
Papua new guinea,69.0,0,3.0,2,0,0,0,0,1,sandy,smoke,red berry,no taste,3
Peru,70.0,1,4.0,3,1,0,0,0,1,chocolate covered banana,no taste,no taste,no taste,1
Dominican republic,72.0,1,3.75,3,1,0,0,0,1,blackberries,caramel,roasty,no taste,3
Peru,70.0,1,3.75,3,1,0,0,0,1,cocoa and fresh grapes,no taste,no taste,no taste,1
Dominican republic,72.0,1,3.25,3,1,0,0,0,1,mildly burnt caramel,no taste,no taste,no taste,1
Peru,70.0,1,3.5,3,1,0,0,0,1,orange,mellow but flavorful,no taste,no taste,2
Peru,70.0,1,3.5,3,1,0,0,0,1,fruity,floral,caramel,no taste,3
Peru,70.0,1,3.5,3,1,0,0,0,1,slow develop,caramel,roasty,no taste,3
Peru,70.0,0,3.0,3,1,0,0,0,1,light color,leathery flavor,no taste,no taste,2
Guatemala,70.0,1,3.75,3,1,0,0,0,1,long lasting,fruit,spicy,no taste,3
Guatemala,70.0,1,3.5,3,1,0,0,0,1,rich cocoa,mild,fatty,no taste,3
Guatemala,70.0,1,3.5,3,1,0,0,0,1,rich cocoa,nuts,no taste,no taste,2
Venezuela,72.0,1,3.5,3,1,0,0,0,1,complex,nuts,spice,floral,4
Venezuela,72.0,1,3.25,3,1,0,0,0,1,roasty,mild fatty,no taste,no taste,2
Tanzania,70.0,1,3.75,2,0,0,0,0,1,creamy,simple,strong choco,no taste,3
Brazil,70.0,1,3.5,2,0,0,0,0,1,creamy,fragrant,no taste,no taste,2
Peru,70.0,1,4.0,2,0,0,0,0,1,banana,yogurt,cocoa,no taste,3
Belize,70.0,1,3.5,2,0,0,0,0,1,spice,fatty,mild cocoa,no taste,3
Madagascar,70.0,1,3.5,2,0,0,0,0,1,strong fruit,ham,deep cocoa,no taste,3
Nicaragua,70.0,1,3.5,2,0,0,0,0,1,vegetal,herbs,raw,no taste,3
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,creamy,black pepper,nut,no taste,3
Guatemala,70.0,1,4.0,3,1,0,0,0,1,honey,deep cocoa,no taste,no taste,2
Nicaragua,70.0,1,4.0,3,1,0,0,0,1,banana,dairy,cocoa,no taste,3
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,strong cocoa,orange citrus,no taste,no taste,2
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,cocoa,savory,no taste,no taste,2
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,black pepper,high astringency,no taste,no taste,2
Nicaragua,68.0,1,3.5,3,1,0,0,0,1,unique flavor,floral-spice mix,no taste,no taste,2
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,delicate,balanced,no taste,no taste,2
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,woody,grassy,spicy,no taste,3
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,high acidity,grassy,no taste,no taste,2
Nicaragua,70.0,0,3.0,3,1,0,0,0,1,floral,sticky,no taste,no taste,2
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,tobacco,woody,wild berry,no taste,3
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,roasty,fatty,woody,no taste,3
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,fatty,leathery,earthy,no taste,3
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,oily,gritty,savory,no taste,3
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,intense olive,citrus,vegetal,no taste,3
Honduras,70.0,1,3.25,3,1,0,0,0,1,spicy,earthy,no taste,no taste,2
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,oily,fatty,bold olive,no taste,3
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,baked bread,no taste,no taste,no taste,1
Nicaragua,70.0,1,3.25,3,1,0,0,0,1,oily,burnt black pepper,no taste,no taste,2
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,mild fatty,nutty,roasty,no taste,3
Costa rica,66.0,1,3.25,3,1,0,0,0,1,cocoa,spicy,sweet,no taste,3
Costa rica,70.0,0,3.0,3,1,0,0,0,1,fatty,sweet,vanilla,no taste,3
Peru,70.0,0,2.5,3,1,0,0,0,1,oily,tart,chlorine,no taste,3
Dominican republic,70.0,1,3.75,3,1,0,0,0,1,dried fruit,intense,no taste,no taste,2
Ecuador,75.0,0,3.0,3,1,0,0,0,1,sandy,sweet,molasses,floral,4
Trinidad,70.0,1,3.75,3,1,0,0,0,1,delicate,hebs,choco,no taste,3
Peru,76.0,0,3.0,3,1,0,0,0,1,acidic,undefined,brownie,off,4
Costa rica,74.0,1,4.0,2,0,0,0,0,1,oily,dried fruit,leather,no taste,3
Bolivia,74.0,1,3.75,2,0,0,0,0,1,oily,tropical,no taste,no taste,2
Madagascar,74.0,1,3.75,2,0,0,0,0,1,balanced,fruit,nut,roasty,4
Venezuela,70.0,1,3.5,3,1,0,0,0,1,dried fruit,cocoa,no taste,no taste,2
Madagascar,70.0,0,3.0,2,0,0,0,0,1,grainy texture,sour,hammy,no taste,3
Tanzania,70.0,0,3.0,2,0,0,0,0,1,accessible,sweet,sandy,no taste,3
Taiwan,70.0,0,2.5,3,1,0,0,0,1,cheesy off flavor,no taste,no taste,no taste,1
Ghana,70.0,1,4.0,4,1,0,1,0,1,cocoa and coconut,no taste,no taste,no taste,1
Dominican republic,70.0,1,3.5,4,1,0,1,0,1,sticky,spice,roasty,earthy,4
Dominican republic,80.0,1,3.5,4,1,0,1,0,1,deep cocoa,fruit,spice,no taste,3
Madagascar,75.0,1,3.5,4,1,0,1,0,1,red fruit,tart,fat,leathery,4
Madagascar,65.0,1,3.25,4,1,0,1,0,1,sandy,sweet,candy tart,no taste,3
St. lucia,77.0,1,3.5,3,1,0,0,0,1,chewy,woody,rustic,no taste,3
Venezuela,75.0,1,3.5,3,1,0,0,0,1,fatty,creamy,roasty,no taste,3
Guatemala,72.0,0,2.75,3,1,0,0,0,1,dry,grainy,spicy,roasty,4
Venezuela,75.0,0,2.75,3,1,0,0,0,1,earthy,roasty,strong vanilla,no taste,3
Brazil,66.0,0,3.0,2,0,0,0,0,1,mild woody,black licorice,no taste,no taste,2
Belize,70.0,1,3.5,2,0,0,0,0,1,mild strawberry,cocoa,no taste,no taste,2
Venezuela,70.0,0,3.0,2,0,0,0,0,1,poor texture,earthy,no taste,no taste,2
Costa rica,73.0,0,3.0,3,1,0,0,0,1,floral,rubbery,woody,no taste,3
Colombia,73.0,0,2.5,3,1,0,0,0,1,acidic,mildly burnt,metallic,no taste,3
Guatemala,77.0,1,3.25,3,1,0,0,0,1,sweet edge,bright fruit,sour,no taste,3
Nicaragua,77.0,1,3.25,3,1,0,0,0,1,mild molasses,rich,gateway,no taste,3
Mexico,77.0,0,2.75,3,1,0,0,0,1,sour off flavor,nutty,earthy,no taste,3
Peru,70.0,1,3.25,3,1,0,0,0,1,creamy,fig,no taste,no taste,2
Belize,70.0,0,2.75,2,0,0,0,0,1,fruit,tart,rubber,no taste,3
Vietnam,72.0,0,3.0,5,1,1,1,0,1,fatty,vanilla,dairy,no taste,3
Blend,70.0,0,2.5,5,1,1,1,0,1,mildly rich,basic,roasty,no taste,3
Madagascar,70.0,1,3.5,2,0,0,0,0,1,rich,coffee,cherry,no taste,3
Peru,73.0,0,2.5,2,0,0,0,0,1,sour grapes,pungent,ashey,no taste,3
Grenada,71.0,0,2.5,5,1,1,1,0,1,very sour,grassy,fatty,no taste,3
Blend,64.0,1,3.25,4,1,0,1,0,1,mild nutty,spicy,brownie,no taste,3
Ecuador,64.0,0,3.0,4,1,0,1,0,1,sl. sweet,nutty,off note,no taste,3
Ghana,64.0,0,3.0,4,1,0,1,0,1,hot cocoa,very nutty,no taste,no taste,2
Blend,64.0,0,3.0,4,1,0,1,0,1,light perfume,mild,sweet,no taste,3
Venezuela,76.0,0,3.0,4,1,0,1,0,1,gritty,roasty,strong coffee,no taste,3
Madagascar,70.0,0,2.75,4,1,0,1,0,1,earthy,chemical or burnt note,no taste,no taste,2
Madagascar,65.0,1,3.5,5,1,1,1,0,1,creamy,sweet,blueberry,no taste,3
Ecuador,65.0,1,3.5,5,1,1,1,0,1,creamy,blackberry,no taste,no taste,2
Colombia,65.0,0,3.0,5,1,1,1,0,1,creamy,sweet,floral,vanilla,4
Venezuela,65.0,0,2.5,5,1,1,1,0,1,sweet,creamy,vanilla,no taste,3
Blend,72.0,1,3.5,5,1,1,1,0,1,creamy,sandy,nutmeg,moss,4
Venezuela,65.0,1,3.5,5,1,1,1,0,1,creamy,nutty,no taste,no taste,2
Peru,65.0,0,3.0,5,1,1,1,0,1,sweet,vanilla,rich,no taste,3
Blend,64.0,0,3.0,5,1,1,1,0,1,perfume,vanilla,no taste,no taste,2
Blend,70.0,1,3.5,5,1,1,1,0,1,complex,fruit,nut,raisin,4
Trinidad,65.0,0,3.0,5,1,1,1,0,1,creamy,mild tobacco,ham,no taste,3
Blend,72.0,1,3.25,5,1,1,1,0,1,dry,sticky,brownie,no taste,3
Blend,72.0,0,2.75,5,1,1,1,0,1,dutched?,intense,rich cocoa,no taste,3
Ecuador,65.0,1,3.5,5,1,1,1,0,1,very spicy,roasty,no taste,no taste,2
Jamaica,65.0,1,3.25,5,1,1,1,0,1,sweet,vanilla,cocoa,no taste,3
Haiti,65.0,0,2.75,5,1,1,1,0,1,creamy,sl. Burnt,roasty,no taste,3
Nicaragua,65.0,0,2.75,5,1,1,1,0,1,floral,over roasted,harsh,no taste,3
Blend,70.0,1,3.75,5,1,1,1,0,1,nutty,black licorice,no taste,no taste,2
Blend,70.0,1,3.5,3,1,0,0,0,1,sandy,intense,cherry,no taste,3
Dominican republic,75.0,1,3.25,3,1,0,0,0,1,chalky,berry,cocoa,no taste,3
U.s.a.,66.0,1,3.25,3,1,0,0,0,1,muted,mild fruit,sweet,no taste,3
Blend,70.0,0,3.0,3,1,0,0,0,1,fatty,nutty,earthy,no taste,3
Blend,80.0,0,3.0,3,1,0,0,0,1,sandy,roasted vegetal,no taste,no taste,2
Papua new guinea,80.0,0,2.75,3,1,0,0,0,1,smokey,cherries,sour,no taste,3
Blend,74.0,0,2.75,3,1,0,0,0,1,XL nibs,sour,cardboard,no taste,3
Blend,65.0,0,2.75,3,1,0,0,0,1,molasses,sweet,long,cocoa,4
Ecuador,77.0,0,2.5,4,1,1,0,0,1,buttery,floral,burnt,no taste,3
Ecuador,70.0,0,3.0,4,1,0,1,0,1,chewy,fatty,sweet,nutty,4
Brazil,77.0,1,3.5,3,1,0,0,0,1,rich chocolate,sweet edge,no taste,no taste,2
Brazil,74.0,1,3.5,3,1,0,0,0,1,rich chocolate,sandy texture,no taste,no taste,2
Brazil,67.0,0,3.0,3,1,0,0,0,1,sandy,sweet,dried fruit,no taste,3
Brazil,75.0,0,3.0,3,1,0,0,0,1,flat,late tart notes,no taste,no taste,2
Vietnam,70.0,1,3.25,3,1,0,0,0,1,sandy,brownie,coconut,no taste,3
India,70.0,0,3.0,3,1,0,0,0,1,sandy,sweet,cocoa,no taste,3
Dominican republic,70.0,1,3.5,3,1,0,0,0,1,earthy,dirty,dried fruit,no taste,3
Tanzania,72.0,1,3.25,3,1,0,0,0,1,cocoa,fatty,fruit,no taste,3
Peru,65.0,0,2.75,3,1,0,0,0,1,pungent,chemical,no taste,no taste,2
Peru,64.0,0,2.75,3,0,0,1,0,1,powdery,vanilla,artificial,no taste,3
Venezuela,71.0,0,3.0,4,1,0,1,0,1,nutty,sweet,fatty,sandy,4
Indonesia,71.0,0,2.5,4,1,0,1,0,1,rubber,fatty,sandy,grape,4
