,country_of_bean_origin,cocoa_percent,rating,rating_category,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
551,Papua new guinea,75.0,3.5,2,3,1,0,0,0,1,0,sandy,sweet,nutty,no taste,3
552,Tanzania,75.0,3.25,1,3,1,0,0,0,1,0,spice,roasty,off fatty note,no taste,3
553,Brazil,65.0,3.25,1,3,1,0,0,0,1,0,sandy,sweet,smokey,no taste,3
554,Fiji,67.0,3.25,1,3,1,0,0,0,1,0,acidic,sweet,cucumber,no taste,3
555,Vanuatu,64.0,3.25,1,3,1,0,0,0,1,0,sandy,sweet,spicy,roasty,4
556,Vanuatu,83.0,2.75,0,3,1,0,0,0,1,0,banana nut,no taste,no taste,no taste,1
557,Papua new guinea,70.0,2.5,0,3,1,0,0,0,1,0,true to sugar,molasses,no taste,no taste,2
558,Ecuador,73.0,3.75,2,3,1,0,0,0,1,0,creamy,complex,fruity,no taste,3
559,Ecuador,85.0,3.25,1,3,1,0,0,0,1,0,oily,mild bitter,nutty,fruit,4
560,Honduras,70.0,3.5,2,2,0,0,0,0,1,0,banana,spicy,grassy,no taste,3
561,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,deep cherry,earthy,rubbery,no taste,3
562,Colombia,70.0,3.25,1,2,0,0,0,0,1,0,nutty,citrus,no taste,no taste,2
563,Australia,70.0,3.25,1,5,1,1,1,0,1,0,vanilla,banana,citrus,no taste,3
564,Australia,70.0,2.75,0,3,1,0,0,0,1,0,sandy,candy like vanilla,off,no taste,3
565,Dominican republic,72.0,2.75,0,2,0,0,0,0,1,0,hammy,sour,astringent,no taste,3
566,Ecuador,70.0,3.5,2,3,1,0,0,0,1,0,floral,banana,no taste,no taste,2
567,Trinidad,70.0,3.0,1,3,1,0,0,0,1,0,floral,sour,synthetic,off,4
568,Nicaragua,70.0,2.75,0,3,1,0,0,0,1,0,oily,grapes,pungent,no taste,3
569,Grenada,70.0,2.25,0,3,1,0,0,0,1,0,off,pungent,intense,no taste,3
570,Blend,65.0,2.5,0,4,1,0,1,0,1,0,sweet,vinegar,no taste,no taste,2
571,Dominican republic,70.0,3.75,2,2,0,0,0,0,1,0,spicy,fudgey,no taste,no taste,2
572,Colombia,70.0,3.25,1,2,0,0,0,0,1,0,grassy,green,candy spice,no taste,3
573,Costa rica,70.0,3.0,1,2,0,0,0,0,1,0,dried fruit,tannic,no taste,no taste,2
574,Venezuela,70.0,3.5,2,2,0,0,0,0,1,0,roasty,oreo shell,coffee,no taste,3
575,Papua new guinea,70.0,3.5,2,2,0,0,0,0,1,0,mild smoke,raspberry,cocoa,no taste,3
576,Venezuela,70.0,3.25,1,2,0,0,0,0,1,0,licorice,sour,rich cocoa,no taste,3
577,Venezuela,70.0,2.75,0,2,0,0,0,0,1,0,acidic,sour,cocoa,no taste,3
578,Dominican republic,70.0,3.75,2,2,0,0,0,0,1,0,cherry,rich choco,no taste,no taste,2
579,Belize,70.0,3.5,2,2,0,0,0,0,1,0,heavy roast,blackberry,no taste,no taste,2
580,Ecuador,70.0,3.5,2,2,0,0,0,0,1,0,gummy,nutty,bourbon,no taste,3
581,Liberia,70.0,2.75,0,2,0,0,0,0,1,0,roasty,spicy,nutty,no taste,3
582,Belize,70.0,3.0,1,2,0,0,0,0,1,0,intense,roasty,coffee,raisin,4
583,Dominican republic,70.0,3.75,2,2,0,0,0,0,1,0,cherry,rich choco,no taste,no taste,2
584,Costa rica,70.0,3.0,1,2,0,0,0,0,1,0,cocoa,sour,toffee,earthy,4
585,India,70.0,3.5,2,2,0,0,0,0,1,0,ripe orange,citrus,no taste,no taste,2
586,Honduras,70.0,3.25,1,2,0,0,0,0,1,0,nutty,moderate acidity,no taste,no taste,2
587,Sierra leone,70.0,3.0,1,2,0,0,0,0,1,0,vegetal,high astringency,no taste,no taste,2
588,Vietnam,70.0,3.5,2,2,0,0,0,0,1,0,green apple,sticky,no taste,no taste,2
589,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,grassy,fruity,brownie,no taste,3
590,Madagascar,70.0,3.25,1,2,0,0,0,0,1,0,brownie,red berry,no taste,no taste,2
591,Tanzania,70.0,3.25,1,2,0,0,0,0,1,0,cocoa flavor dominates,no taste,no taste,no taste,1
592,Guatemala,60.0,3.25,1,4,1,1,0,0,1,0,wood,holiday spice,soap,no taste,3
593,Guatemala,75.0,3.0,1,4,1,1,0,0,1,0,dark woody,plum,astringent,no taste,3
594,Guatemala,60.0,3.5,2,4,1,1,0,0,1,0,oily,dried fruit,vanilla,no taste,3
595,Guatemala,70.0,4.0,2,2,0,0,0,0,1,0,sweet spice,floral,no taste,no taste,2
596,Guatemala,70.0,3.75,2,2,0,0,0,0,1,0,spicy,no taste,no taste,no taste,1
597,Madagascar,70.0,3.75,2,2,0,0,0,0,1,0,oily,toffee,hints of fruit,no taste,3
598,Guatemala,70.0,3.25,1,2,0,0,0,0,1,0,nutty,ashey,spicy pepper,no taste,3
599,Venezuela,75.0,3.0,1,4,1,1,0,0,1,0,gummy,fatty,caramel,no taste,3
600,Guatemala,82.0,3.25,1,4,1,1,0,0,1,0,fatty,sunflower,peanutbutter,no taste,3
601,Blend,70.0,3.25,1,2,0,0,0,0,1,0,floral,licorice,roasty,no taste,3
602,Vietnam,72.0,3.0,1,2,0,0,0,0,1,0,raisins,astringent,no taste,no taste,2
603,Venezuela,72.0,2.75,0,2,0,0,0,0,1,0,nut,tobacco,burnt,off notes,4
604,Vietnam,70.0,3.25,1,4,1,0,1,0,1,0,muted,creamy,basic cocoa,no taste,3
605,Peru,72.0,3.0,1,4,1,0,1,0,1,0,muted,creamy,grapes,fatty,4
606,Venezuela,70.0,3.25,1,3,1,0,0,0,1,0,roasty,nutty,sweet,no taste,3
607,Ecuador,70.0,3.25,1,3,1,0,0,0,1,0,bold,floral,rum,no taste,3
608,Madagascar,70.0,3.0,1,3,1,0,0,0,1,0,sweet,strong sour,acidic,no taste,3
609,Tanzania,70.0,3.0,1,3,1,0,0,0,1,0,intense,sweet,brownie,no taste,3
610,Bolivia,75.0,3.25,1,3,1,0,0,0,1,0,mild cherry,fatty,no taste,no taste,2
611,Blend,58.0,3.25,1,4,1,0,1,0,1,0,nice melt,odd rubber notes,no taste,no taste,2
612,Dominican republic,70.0,2.75,0,4,1,0,1,0,1,0,chalky,vanilla,caramel,no taste,3
613,Venezuela,70.0,2.75,0,4,1,0,1,0,1,0,fatty,powdery,nut,sl. Burnt,4
614,Ghana,70.0,2.5,0,4,1,0,1,0,1,0,vanilla,fatty,basic cocoa,no taste,3
615,Brazil,72.0,3.5,2,3,1,0,0,0,1,0,texture issues,brownie,no taste,no taste,2
616,Brazil,65.0,3.5,2,3,1,0,0,0,1,0,one dimensional,brownie,no taste,no taste,2
617,Madagascar,70.0,3.0,1,3,1,0,0,0,1,0,high roast,fruit,no taste,no taste,2
618,Uganda,70.0,2.5,0,3,1,0,0,0,1,0,high roast,intense,fatty,no taste,3
619,Costa rica,64.0,3.0,1,4,1,1,0,0,1,0,dark coffee,cocoa,no taste,no taste,2
620,Ecuador,71.0,3.0,1,4,1,1,0,0,1,0,cinamon,nutmeg,coffee,no taste,3
621,Ghana,60.0,3.0,1,4,1,1,0,0,1,0,nutty,simple,sweet,no taste,3
622,Papua new guinea,64.0,3.0,1,4,1,1,0,0,1,0,waxy,tobacco,smokey,no taste,3
623,Peru,64.0,3.0,1,4,1,1,0,0,1,0,mild mint,basic cocoa,no taste,no taste,2
624,Madagascar,66.0,2.5,0,4,1,1,0,0,1,0,sandy,cloying,rich cocoa,no taste,3
625,Venezuela,66.0,3.75,2,4,1,1,0,0,1,0,fatty,rich cocoa,roasty,no taste,3
626,Papua new guinea,64.0,3.0,1,4,1,1,0,0,1,0,smokey,chalky,berry,caramel,4
627,Dominican republic,80.0,3.0,1,2,0,0,0,0,1,0,mild bitter,fatty,grassy,no taste,3
628,Dominican republic,70.0,2.6,0,2,0,0,0,0,1,0,dirty,floral,unrefined,no taste,3
629,Dominican republic,70.0,2.5,0,2,0,0,0,0,1,0,metallic,dirt/ earthy,no taste,no taste,2
630,Tanzania,72.0,2.5,0,2,0,0,0,0,1,0,vanilla,chemical,rubber,no taste,3
631,Guatemala,72.0,3.0,1,2,0,0,0,0,1,0,smokey,roasty,acidic,rich,4
632,Costa rica,77.0,3.5,2,2,0,0,0,0,1,0,red berry,lingering coffee,no taste,no taste,2
633,Dominican republic,77.0,3.5,2,2,0,0,0,0,1,0,sticky,woodsy,rum,no taste,3
634,Bolivia,80.0,2.75,0,2,0,0,0,0,1,0,intense fruit,bitter ending,no taste,no taste,2
635,Ecuador,70.0,3.25,1,2,0,0,0,0,1,0,grassy,tea,late sour,no taste,3
636,Dominican republic,74.0,3.0,1,2,0,0,0,0,1,0,earthy,tart,sour,no taste,3
637,Madagascar,80.0,2.75,0,2,0,0,0,0,1,0,sandy,flat,hint of berry,no taste,3
638,Venezuela,75.0,2.75,0,2,0,0,0,0,1,0,sticky,very roasty,nutty,no taste,3
639,Bolivia,75.0,2.75,0,2,0,0,0,0,1,0,dry,mint,medicinal,no taste,3
640,Ecuador,76.0,3.5,2,2,0,0,0,0,1,0,butter,floral,rum,no taste,3
641,Ecuador,70.0,3.25,1,2,0,0,0,0,1,0,oily,black pepper,roasty,no taste,3
642,Dominican republic,74.0,3.5,2,2,0,0,0,0,1,0,mild fruit and spice,roasty,no taste,no taste,2
643,Bolivia,70.0,3.75,2,2,0,0,0,0,1,0,sticky,rich,cherry,no taste,3
644,Vietnam,78.0,3.5,2,2,0,0,0,0,1,0,tropical berry,intense,no taste,no taste,2
645,Solomon islands,72.0,4.0,2,2,0,0,0,0,1,0,well defined,creamy,cherry,no taste,3
646,Guatemala,70.0,3.75,2,2,0,0,0,0,1,0,blackberry,raisns,no taste,no taste,2
647,Brazil,75.0,3.75,2,2,0,0,0,0,1,0,sticky,roasty nibs,grapes,no taste,3
648,Fiji,80.0,3.75,2,2,0,0,0,0,1,0,cocoa,tea,malt,no taste,3
649,Belize,72.0,4.0,2,2,0,0,0,0,1,0,creamy,sticky,dried fruit,no taste,3
650,Madagascar,72.0,3.75,2,2,0,0,0,0,1,0,sticky,dried fruit,toast,cocoa,4
651,Blend,73.0,3.5,2,2,0,0,0,0,1,0,burnt honey,earthy,no taste,no taste,2
652,Sao tome,65.0,3.0,1,4,1,0,1,0,1,0,complex,sweet,sour,grassy,4
653,Sao tome,75.0,3.0,1,4,1,0,1,0,1,0,bland,fatty,fruit,no taste,3
654,Sao tome,70.0,2.75,0,4,1,0,1,0,1,0,cocoa,raw,dirty,chemical,4
655,Sao tome,75.0,2.5,0,4,1,0,1,0,1,0,late cocoa,harsh,off notes,no taste,3
656,Nicaragua,72.0,3.5,2,3,1,0,0,0,1,0,nutty,caramel,toffee,no taste,3
657,Panama,72.0,3.25,1,3,1,0,0,0,1,0,mild cherry,earthy,no taste,no taste,2
658,Venezuela,72.0,3.25,1,3,1,0,0,0,1,0,fatty,rasin,nutty,no taste,3
659,Venezuela,85.0,3.0,1,3,1,0,0,0,1,0,intense,spicy,floral,no taste,3
660,Blend,70.0,1.5,0,3,0,0,1,0,1,0,acidic,astringent,unpleasant,no taste,3
661,Blend,88.0,3.0,1,3,0,0,1,0,1,0,sticky,floral,no taste,no taste,2
662,Venezuela,70.0,3.5,2,2,0,0,0,0,1,0,creamy,basic cocoa,no taste,no taste,2
663,Peru,70.0,3.25,1,2,0,0,0,0,1,0,floral,olive,no taste,no taste,2
664,Venezuela,70.0,3.0,1,2,0,0,0,0,1,0,long lasting,fruit,no taste,no taste,2
665,Venezuela,70.0,4.0,2,2,0,0,0,0,1,0,creamy,complex,coffee,no taste,3
666,Ecuador,70.0,4.0,2,2,0,0,0,0,1,0,creamy,nuts,woody,cocoa,4
667,Venezuela,70.0,4.0,2,2,0,0,0,0,1,0,creamy,mint,tobacco,olive,4
668,Indonesia,70.0,3.75,2,2,0,0,0,0,1,0,creamy,smokey,tobacco,no taste,3
669,Madagascar,70.0,3.5,2,2,0,0,0,0,1,0,fruity,basic cocoa,no taste,no taste,2
670,Madagascar,70.0,3.5,2,2,0,0,0,0,1,0,smooth,banana,cocoa,no taste,3
671,Venezuela,75.0,3.25,1,2,0,0,0,0,1,0,sticky,smoke,ham,earthy,4
672,Venezuela,60.0,3.25,1,2,0,0,0,0,1,0,mild spice,licorice,no taste,no taste,2
673,Blend,70.0,3.75,2,2,0,0,0,0,1,0,sticky,olive,no taste,no taste,2
674,Blend,78.0,3.5,2,2,0,0,0,0,1,0,sticky,grassy,coffee,no taste,3
675,Venezuela,70.0,3.0,1,2,0,0,0,0,1,0,cucumber,hot spices,no taste,no taste,2
676,Colombia,70.0,3.0,1,2,0,0,0,0,1,0,creamy,woody,earthy,no taste,3
677,Venezuela,70.0,3.0,1,2,0,0,0,0,1,0,subtle,caramel,sour milk,no taste,3
678,Venezuela,70.0,3.5,2,2,0,0,0,0,1,0,smooth,intense,smoke,nut,4
679,Venezuela,70.0,3.75,2,2,0,0,0,0,1,0,creamy,coffee,caramel,no taste,3
680,Tanzania,70.0,3.5,2,2,0,0,0,0,1,0,sticky,nutty,no taste,no taste,2
681,Ecuador,70.0,3.75,2,2,0,0,0,0,1,0,floral,well developed,creamy,no taste,3
682,Venezuela,70.0,3.75,2,2,0,0,0,0,1,0,nutty,strawberry,creamy,no taste,3
683,Tanzania,70.0,4.0,2,2,0,0,0,0,1,0,creamy,sticky,fruit,no taste,3
684,Colombia,80.0,2.75,0,3,1,0,0,0,1,0,bitter,molasses,marshmallow,no taste,3
685,Madagascar,77.0,2.75,0,3,1,0,0,0,1,0,fruity,molasses,no taste,no taste,2
686,Venezuela,70.0,2.5,0,3,1,0,0,0,1,0,burnt rubber,molasses,no taste,no taste,2
687,Grenada,75.0,2.75,0,3,1,0,0,0,0,1,licorice,molasses,rubber,no taste,3
688,Guatemala,72.0,3.5,2,3,1,0,0,0,0,1,near perfect shine,cocoa,no taste,no taste,2
689,Peru,80.0,3.5,2,2,0,0,0,0,0,1,molasses,fruit,no taste,no taste,2
690,Philippines,71.5,2.75,0,3,1,0,0,0,0,1,molasses notes from sugar,no taste,no taste,no taste,1
691,Dominican republic,75.0,3.0,1,2,0,0,0,0,1,0,dry,cocoa,grassy,spicy,4
692,Tanzania,70.0,2.75,0,2,0,0,0,0,1,0,dry,sour,sweet,mild fruit,4
693,Dominican republic,75.0,2.5,0,2,0,0,0,0,1,0,dry,earthy,walnut,no taste,3
694,Ecuador,72.0,3.75,2,3,1,0,0,0,1,0,rich cocoa,fruity,strong floral,no taste,3
695,Peru,70.0,3.75,2,3,1,0,0,0,1,0,dark forest berry,spice,no taste,no taste,2
696,Panama,70.0,3.5,2,3,1,0,0,0,1,0,caramel and cocoa,no taste,no taste,no taste,1
697,Ecuador,70.0,2.5,0,3,1,0,0,0,1,0,chalky,bread,dirt,no taste,3
698,Honduras,72.0,3.75,2,3,1,0,0,0,1,0,dried fruit,grapes,sour,no taste,3
699,Dominican republic,65.0,3.5,2,3,1,0,0,0,1,0,heavy roast,woody,berry,no taste,3
700,Venezuela,71.0,3.5,2,3,1,0,0,0,1,0,intense cocoa,no taste,no taste,no taste,1
701,Nicaragua,71.0,3.25,1,3,1,0,0,0,1,0,intense,almond,coffee,no taste,3
702,Panama,72.0,3.0,1,3,1,0,0,0,1,0,licorice,leathery,no taste,no taste,2
703,Venezuela,72.0,3.75,2,3,1,0,0,0,1,0,creamy,nutty,no taste,no taste,2
704,Nicaragua,76.0,3.75,2,4,1,0,1,0,1,0,black pepper,rich,intense,no taste,3
705,Nicaragua,70.0,3.5,2,4,1,0,1,0,1,0,sandy,full bodied,spicy,no taste,3
706,Guatemala,70.0,4.0,2,4,1,0,1,0,1,0,intense,spicy,butterscotch,no taste,3
707,Nigeria,70.0,2.75,0,4,1,0,1,0,1,0,candy like off flavor,no taste,no taste,no taste,1
708,Guatemala,80.0,3.25,1,4,1,0,1,0,1,0,intense earthy,cocoa,roasty,no taste,3
709,Philippines,70.0,3.5,2,4,1,0,1,0,1,0,cocoa,honey,watery,sweet,4
710,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,coarse,earthy,mild banana,no taste,3
711,Ecuador,70.0,4.0,2,3,1,0,0,0,1,0,blackberry and cinnamon,no taste,no taste,no taste,1
712,Peru,70.0,3.5,2,3,1,0,0,0,1,0,sandy,orange,butterscotch,no taste,3
713,Venezuela,70.0,3.5,2,3,1,0,0,0,1,0,fatty,roasty,intense brownie,no taste,3
714,Dominican republic,70.0,3.25,1,3,1,0,0,0,1,0,dates,acidic,rich cocoa,no taste,3
715,Venezuela,70.0,3.25,1,3,1,0,0,0,1,0,cherry,earthy,tobacco,no taste,3
716,Peru,70.0,4.0,2,3,1,0,0,0,1,0,smoth,dense,grape,no taste,3
717,Dominican republic,70.0,3.75,2,3,1,0,0,0,1,0,spicy,cocoa,no taste,no taste,2
718,Madagascar,70.0,3.5,2,3,1,0,0,0,1,0,ultra fruity,no taste,no taste,no taste,1
719,Peru,70.0,3.25,1,3,1,0,0,0,1,0,waxy,spicy,tobacco,no taste,3
720,Colombia,70.0,3.25,1,3,1,0,0,0,1,0,dried fruit,strong floral,no taste,no taste,2
721,Colombia,70.0,3.25,1,3,1,0,0,0,1,0,mild,dried fruit,chocolate,no taste,3
722,Peru,72.0,2.75,0,3,1,0,0,0,1,0,buttery,burlap,no taste,no taste,2
723,Peru,80.0,3.5,2,2,0,0,0,0,1,0,nutty,almond butter,no taste,no taste,2
724,Venezuela,68.0,3.0,1,2,0,0,0,0,1,0,dry,gritty,cardboard,nutty,4
725,Bolivia,71.0,2.75,0,4,1,0,1,0,1,0,lemon,tart,burnt,chemical,4
726,Bolivia,75.0,3.75,2,4,1,0,1,0,1,0,nutty,rich,red berry,no taste,3
727,Venezuela,70.0,2.75,0,5,1,1,1,0,1,0,gritty,chalky,earthy,sour,4
728,Venezuela,61.0,3.0,1,5,1,1,1,0,1,0,muted,cherry,banana,no taste,3
729,Venezuela,74.0,2.5,0,5,1,1,1,0,1,0,sandy,banana,sour,no taste,3
730,Venezuela,58.0,2.5,0,5,1,1,1,0,1,0,gritty,sweet,banana,smoke,4
731,Venezuela,70.0,3.0,1,5,1,1,1,0,1,0,sandy,bold,cherry,peanut butter,4
732,Venezuela,60.5,2.75,0,5,1,1,1,0,1,0,very sweet,marshmallow,no taste,no taste,2
733,Venezuela,70.0,3.75,2,5,1,1,1,0,1,0,spicy,caramel,vanilla,no taste,3
734,Guatemala,70.0,3.5,2,3,1,0,0,0,1,0,cocoa,fig notes,no taste,no taste,2
735,St. lucia,70.0,3.25,1,2,0,0,0,0,1,0,sandy,tannic,earthy,no taste,3
736,St. lucia,60.0,2.75,0,2,0,0,0,0,1,0,low refinement,too sweet,no taste,no taste,2
737,Peru,78.0,3.5,2,3,1,0,0,0,1,0,brownine,nutty,no taste,no taste,2
738,Venezuela,79.0,3.0,1,3,1,0,0,0,1,0,coarse,woody,roasty,no taste,3
739,Haiti,70.0,3.5,2,2,0,0,0,0,1,0,simple,mild cocoa,fruit,no taste,3
740,Guatemala,70.0,3.5,2,2,0,0,0,0,1,0,spicy,sweet,no taste,no taste,2
741,Madagascar,70.0,3.5,2,2,0,0,0,0,1,0,fruity,roasty,no taste,no taste,2
742,Dominican republic,70.0,3.25,1,2,0,0,0,0,1,0,earthy,floral,cocoa,no taste,3
743,Honduras,75.0,3.25,1,2,0,0,0,0,1,0,carrots,heavy roast,no taste,no taste,2
744,Vietnam,72.0,3.0,1,2,0,0,0,0,1,0,intens,brownie,spicy,metal,4
745,Trinidad,72.0,3.5,2,3,1,0,0,0,1,0,muddy,rainins,nut,rubbery,4
746,Tanzania,80.0,3.0,1,3,1,0,0,0,1,0,fruit,dirty,no taste,no taste,2
747,Sierra leone,70.0,2.5,0,3,1,0,0,0,1,0,dirty,earthy,burnt,honey,4
748,Vietnam,70.0,3.25,1,3,1,0,0,0,1,0,spicy,green,long,intense,4
749,Vietnam,74.0,3.25,1,3,1,0,0,0,1,0,grit,smoke,wood,blackberry,4
750,Vietnam,80.0,3.0,1,3,1,0,0,0,1,0,mild bitter,smoke,hammy,no taste,3
751,Venezuela,72.0,3.0,1,4,1,1,0,0,1,0,woody,cocoa,no taste,no taste,2
752,Venezuela,81.0,3.5,2,4,1,1,0,0,1,0,hazelnut,fruit,slight bitter,no taste,3
753,Blend,74.0,2.75,0,4,1,1,0,0,1,0,sweet,vanilla,sticky,no taste,3
754,Costa rica,65.0,2.0,0,4,1,1,0,0,1,0,sticky,slight plum,medicinal,no taste,3
755,Venezuela,70.0,2.75,0,4,1,1,0,0,1,0,nutty,ginger,off notes,no taste,3
756,Blend,62.0,2.75,0,4,1,1,0,0,1,0,sweet,vanilla,mild banana,no taste,3
757,Blend,55.0,2.5,0,4,1,1,0,0,1,0,gritty,overyly sweet,fruit punch,no taste,3
758,Trinidad,55.0,2.5,0,4,1,1,0,0,1,0,grits,very sweet,banana,no taste,3
759,Venezuela,70.0,2.5,0,4,1,1,0,0,1,0,strong vanilla,strawberry,nut,no taste,3
760,Blend,62.0,2.5,0,4,1,1,0,0,1,0,gritty,sweet,vanilla,woody,4
761,Dominican republic,80.0,3.75,2,3,1,0,0,0,1,0,coarse,mild bitter,raisin,no taste,3
762,Ecuador,80.0,3.5,2,3,1,0,0,0,1,0,spicy,roasty,mild bitter,no taste,3
763,Belize,80.0,3.0,1,3,1,0,0,0,1,0,mild fruit,earthy,no taste,no taste,2
764,Guatemala,80.0,3.5,2,3,1,0,0,0,1,0,prominent plum note,no taste,no taste,no taste,1
765,Peru,73.0,3.0,1,3,1,0,0,0,1,0,dominated by heavy roast,no taste,no taste,no taste,1
766,Brazil,75.0,2.75,0,2,0,0,0,0,1,0,perfume,floral,vanilla,no taste,3
767,Jamaica,76.0,3.0,1,2,0,0,0,0,1,0,roasty,spicy,nutty,no taste,3
768,Belize,76.0,2.75,0,2,0,0,0,0,1,0,metallic,off notes,powdery,no taste,3
769,Venezuela,76.0,2.5,0,2,0,0,0,0,1,0,fatty,sandy,nutty,off notes,4
770,Bolivia,68.0,4.0,2,5,1,1,1,0,1,0,complex,raspberry,cocoa,no taste,3
771,Ecuador,72.0,3.5,2,5,1,1,1,0,1,0,fatty,rich,spice,nutty,4
772,Madagascar,64.0,3.0,1,5,1,1,1,0,1,0,basic cocoa,short length,no taste,no taste,2
773,Venezuela,65.0,3.0,1,5,1,1,1,0,1,0,creamy,floral,complex,no taste,3
774,Dominican republic,74.0,3.0,1,5,1,1,1,0,1,0,creamy,roasty,cocoa,no taste,3
775,Blend,62.0,2.0,0,5,1,1,1,0,1,0,malitol,cocoa,no taste,no taste,2
776,Grenada,58.0,3.5,2,5,1,1,1,0,1,0,spicey,marshmallow,no taste,no taste,2
777,Dominican republic,70.0,3.25,1,3,1,0,0,0,1,0,sandy,sweet,mild fruit,no taste,3
778,Dominican republic,80.0,3.0,1,3,1,0,0,0,1,0,molasses,licorice,bitter,no taste,3
779,Dominican republic,85.0,2.5,0,3,1,0,0,0,1,0,intense,molasses,bitter,no taste,3
780,Puerto rico,65.0,2.25,0,3,1,0,0,0,1,0,intense,molasses,sweet,no taste,3
781,Blend,70.0,3.25,1,3,1,0,0,0,1,0,fruit,cocoa,fatty,no taste,3
782,Mexico,70.0,3.0,1,3,1,0,0,0,1,0,banana,bland,sour,off,4
783,Honduras,70.0,2.75,0,3,1,0,0,0,1,0,off,hammy,roasty,no taste,3
784,Colombia,70.0,2.75,0,3,1,0,0,0,1,0,nutty,melon,vinegar,no taste,3
785,Vanuatu,72.0,3.75,2,4,1,0,1,0,1,0,cherry,cocoa,creamy,no taste,3
786,Papua new guinea,72.0,3.5,2,4,1,0,1,0,1,0,caramel,acidic,creamy,no taste,3
787,Solomon islands,69.0,3.5,2,4,1,0,1,0,1,0,plums,cocoa,no taste,no taste,2
788,Philippines,73.0,3.25,1,4,1,0,1,0,1,0,creamy,honey,mild hammy,no taste,3
789,Dominican republic,75.0,3.5,2,2,0,0,0,0,1,0,roasty,simple,no taste,no taste,2
790,Colombia,75.0,3.0,1,2,0,0,0,0,1,0,high acidity,bitter,nutty,no taste,3
791,Belize,75.0,2.75,0,2,0,0,0,0,1,0,hammy,dried fruit,no taste,no taste,2
792,Guatemala,75.0,2.75,0,2,0,0,0,0,1,0,hammy,large grits,no taste,no taste,2
793,India,68.0,3.5,2,3,1,0,0,0,1,0,muted,mild sweet cocoa,no taste,no taste,2
794,Tanzania,70.0,3.5,2,3,1,0,0,0,1,0,fruit,spicy mild molasses,no taste,no taste,2
795,Madagascar,70.0,3.0,1,3,1,0,0,0,1,0,molasses,sour notes,no taste,no taste,2
796,Peru,72.0,2.75,0,3,1,0,0,0,0,1,coconut,true to sugar bar,no taste,no taste,2
797,Dominican republic,70.0,2.75,0,6,1,1,1,1,1,0,strong vanilla,earthy,nutty,no taste,3
798,Dominican republic,80.0,2.75,0,6,1,1,1,1,1,0,vanilla,dried fruit,nuts,no taste,3
799,Tanzania,67.0,3.75,2,2,0,0,0,0,1,0,gummy,sandy,complex,no taste,3
800,Ecuador,75.0,3.5,2,2,0,0,0,0,1,0,sticky,floral,no taste,no taste,2
801,Madagascar,70.0,2.75,0,2,0,0,0,0,1,0,gummy,bland,sour,no taste,3
802,Haiti,68.0,3.5,2,2,0,0,0,0,1,0,roasty,hazelnut,cocoa,no taste,3
803,Philippines,70.0,3.25,1,2,0,0,0,0,1,0,sandy,dried fruit,roasty,no taste,3
804,Bolivia,70.0,3.0,1,2,0,0,0,0,1,0,nuts,sour milk,no taste,no taste,2
805,Indonesia,70.0,3.0,1,2,0,0,0,0,1,0,sandy,powdery,late sour,no taste,3
806,Dominican republic,72.0,2.75,0,2,0,0,0,0,1,0,coffee,acidic,astringent,no taste,3
807,Madagascar,70.0,3.5,2,2,0,0,0,0,1,0,roasted nuts,citrus,creamy,no taste,3
808,Mexico,70.0,3.0,1,2,0,0,0,0,1,0,sticky,dried sour fruit,roasty,no taste,3
809,Ecuador,70.0,3.75,2,2,0,0,0,0,1,0,floral,orange,cocoa,no taste,3
810,Peru,70.0,3.75,2,2,0,0,0,0,1,0,fig,mild anise,no taste,no taste,2
811,Tanzania,70.0,3.25,1,2,0,0,0,0,1,0,nutty,bland,late sour,no taste,3
812,Papua new guinea,70.0,3.0,1,2,0,0,0,0,1,0,off,tropical,vegetal,rubbery,4
813,Bolivia,70.0,3.0,1,2,0,0,0,0,1,0,honey,mild floral,mild off,no taste,3
814,Vanuatu,70.0,3.0,1,2,0,0,0,0,1,0,fruit,smokey,mocha,no taste,3
815,Colombia,70.0,3.0,1,2,0,0,0,0,1,0,dirty,roasty,acidic,no taste,3
816,Venezuela,70.0,3.75,2,3,1,0,0,0,1,0,nutty,dried fruit,no taste,no taste,2
817,Venezuela,60.0,3.5,2,3,1,0,0,0,1,0,grits,hazelnut,rum,no taste,3
818,Venezuela,70.0,3.75,2,3,1,0,0,0,1,0,caramel,dairy,no taste,no taste,2
819,Venezuela,70.0,3.5,2,3,1,0,0,0,1,0,intense,tobacco,nuts,no taste,3
820,Venezuela,72.0,3.5,2,2,0,0,0,0,1,0,nutty,no taste,no taste,no taste,1
821,Venezuela,70.0,3.25,1,3,1,0,0,0,1,0,dried fruit,large grits,no taste,no taste,2
822,Venezuela,70.0,3.0,1,3,1,0,0,0,1,0,large grits,no taste,no taste,no taste,1
823,Venezuela,85.0,3.0,1,2,0,0,0,0,1,0,sl. dry,gritty,fruity,nuts,4
824,Venezuela,60.0,2.5,0,4,1,0,1,0,1,0,large grits,sweet,no taste,no taste,2
